µÿ√Êa.bmp
433
196,2,0,82,7209,2039,
197,2,0,74,2282,2039,
198,2,0,75,2560,2039,
194,2,0,83,7553,2039,
200,2,0,82,6881,2040,
201,2,0,82,5012,2041,
202,2,0,83,5169,2042,
203,2,0,84,5356,2044,
199,1,3,1265,3766,2055,
204,1,1,441,2150,2070,
206,1,0,53,5925,2093,
207,2,0,77,2578,2091,
208,2,0,73,2204,2094,
209,2,0,45,3177,2099,
228,1,1,452,3891,2116,
213,2,0,76,2575,2122,
214,2,0,73,3079,2144,
215,2,0,73,2199,2148,
216,2,0,73,2940,2149,
217,2,0,74,3008,2149,
218,2,0,75,2700,2150,
219,2,0,73,2763,2151,
221,2,0,72,3161,2152,
220,2,0,75,2825,2152,
223,2,0,75,2884,2153,
224,2,0,64,2667,2154,
225,2,0,76,2574,2155,
227,2,0,80,2579,2182,
232,1,3,1237,5592,2185,
226,1,3,1279,1146,2182,
229,2,0,0,2194,2192,
146,1,3,1326,2622,2205,
171,1,3,1217,1886,2217,
166,1,0,48,2639,2227,
222,1,3,1313,3711,2227,
233,2,0,72,2671,2233,
231,1,3,1237,2340,2241,
234,2,0,78,2576,2243,
235,2,0,0,2191,2244,
245,1,0,70,2755,2251,
246,1,3,1226,3173,2285,
238,2,0,15,2148,2289,
256,1,1,417,5891,2294,
236,1,4,1779,2640,2290,
241,2,0,78,2575,2303,
270,1,3,1371,3018,2307,
242,1,3,1354,1322,2313,
230,1,5,2101,2933,2327,
244,1,1,469,938,2331,
249,2,0,59,2663,2352,
255,1,2,887,1062,2367,
243,1,6,2495,3195,2374,
247,1,3,1274,2856,2385,
253,2,0,17,2150,2395,
205,1,0,52,2439,2405,
239,1,5,2052,2290,2441,
257,2,0,57,2653,2453,
258,2,0,20,2166,2472,
260,2,0,60,2328,2546,
261,2,0,63,2495,2547,
263,2,0,66,2575,2551,
264,2,0,68,2414,2558,
265,1,2,807,2328,2560,
266,2,0,57,2649,2565,
259,1,2,882,2269,2562,
267,2,0,45,2174,2595,
268,1,1,418,784,2599,
269,2,0,63,2315,2607,
252,1,1,534,3559,2620,
254,1,2,897,2446,2618,
262,1,3,1251,1581,2645,
275,1,0,15,768,2645,
274,1,3,1283,2266,2646,
271,2,0,73,2311,2666,
272,2,0,59,2176,2679,
273,1,3,1224,6057,2701,
278,1,1,575,6181,2692,
276,1,3,1237,7590,2724,
284,1,2,874,1782,2752,
281,1,3,1292,4866,2758,
288,1,3,1279,4106,2763,
279,2,0,58,2169,2781,
286,1,1,419,2443,2806,
290,1,3,1294,4022,2809,
283,1,1,515,6760,2846,
277,1,3,1224,4175,2852,
295,1,1,427,4208,2881,
305,1,2,883,2223,2886,
248,1,3,1239,2154,2894,
285,2,0,52,2159,2907,
240,1,1,522,2149,2960,
307,1,3,1227,2807,2969,
291,1,0,94,1558,2986,
297,1,2,870,906,3000,
293,1,2,820,3106,3008,
294,2,0,49,2175,3035,
251,1,3,1323,2143,3114,
289,1,3,1341,6049,3104,
309,1,6,2487,5140,3100,
287,1,0,80,3638,3104,
296,1,6,2445,3538,3151,
280,1,5,2046,2130,3166,
303,2,0,48,2168,3171,
317,1,0,81,2131,3183,
300,1,3,1208,4379,3198,
282,1,5,2116,2478,3207,
292,1,3,1277,4409,3258,
308,2,0,50,2177,3315,
331,1,1,489,2303,3316,
298,1,2,821,2322,3336,
314,1,3,1363,5186,3341,
304,1,3,1214,5842,3376,
311,1,3,1220,4429,3395,
299,1,4,1729,4057,3411,
310,1,1,467,3639,3412,
306,1,3,1251,2908,3416,
320,1,6,2434,115,3434,
313,2,0,51,2170,3435,
312,1,1,407,6799,3438,
302,1,3,1333,1498,3446,
315,1,4,1753,890,3437,
319,1,1,418,3715,3463,
301,1,5,2043,2130,3484,
316,2,0,53,2164,3541,
327,1,3,1356,6225,3529,
321,1,1,425,7065,3570,
323,1,1,485,6549,3571,
325,1,1,553,7527,3604,
318,2,0,47,2177,3644,
322,1,3,1224,6254,3693,
330,1,1,425,6308,3702,
328,1,2,911,1413,3732,
333,1,3,1352,3587,3745,
329,2,0,48,2168,3791,
345,1,5,2085,2459,3886,
332,2,0,48,2168,3919,
324,1,1,507,6949,3946,
342,1,5,2027,3038,3960,
335,2,0,57,2172,4026,
326,1,3,1201,2882,4061,
338,1,5,2029,3981,4068,
343,1,4,1623,40,4071,
349,1,3,1228,4741,4102,
339,2,0,55,2166,4164,
347,1,1,409,5400,4193,
341,1,1,438,7333,4212,
340,1,5,2093,3538,4224,
337,1,3,1208,6140,4240,
352,1,0,119,6820,4266,
344,2,0,43,2180,4264,
336,1,2,821,1549,4266,
357,1,1,494,5594,4273,
351,1,5,2049,2730,4307,
346,1,0,69,7279,4303,
334,1,2,913,1159,4336,
359,1,5,2097,2594,4388,
354,2,0,41,2171,4394,
348,1,6,2441,1329,4483,
369,1,1,523,4810,4505,
353,1,3,1256,6723,4498,
370,1,5,2087,3210,4506,
358,2,0,41,2165,4536,
356,1,1,571,4582,4547,
362,1,3,1210,5807,4577,
360,1,1,429,4351,4580,
361,1,1,543,6260,4582,
350,1,4,1797,6589,4598,
355,1,5,2007,3213,4646,
363,2,0,37,2130,4663,
365,1,4,1772,6226,4707,
374,1,3,1229,6160,4718,
377,1,5,2018,3503,4758,
367,2,0,36,2163,4774,
378,1,1,423,7103,4837,
375,1,1,555,3466,4882,
364,1,5,2038,2597,4914,
373,2,0,41,2160,4917,
366,1,4,1622,6768,4960,
376,1,4,1622,7197,4966,
380,1,1,443,5462,4983,
382,1,1,429,6829,5014,
379,2,0,43,2175,5033,
372,1,1,497,6542,5048,
368,1,3,1238,7194,5064,
387,1,1,451,3346,5092,
385,1,4,1732,1381,5104,
371,1,1,517,4693,5125,
388,1,1,551,5222,5148,
381,1,5,2056,2838,5157,
384,2,0,42,2176,5185,
389,1,3,1345,5463,5269,
386,2,0,41,2167,5307,
383,1,1,511,6750,5315,
396,1,4,1623,7637,5359,
393,1,4,1618,40,5374,
391,2,0,39,2176,5425,
390,1,1,402,5221,5452,
415,1,1,419,3726,5456,
397,1,1,547,4851,5511,
399,2,0,-1,7360,5520,
398,2,0,-1,7360,5520,
401,2,0,75,7429,5521,
400,2,0,88,6933,5521,
403,2,0,73,7234,5522,
402,2,0,73,7162,5522,
407,2,0,88,6712,5523,
404,2,0,88,6828,5523,
405,2,0,75,7304,5523,
406,2,0,75,7492,5523,
408,2,0,75,7369,5524,
410,2,0,94,7034,5526,
409,2,0,75,7558,5526,
411,2,0,73,7102,5527,
392,1,0,66,7089,5541,
414,2,0,40,2175,5550,
413,1,3,1309,7525,5570,
412,1,3,1352,3665,5569,
430,1,4,1786,7282,5620,
417,2,0,73,7399,5625,
416,1,5,2008,3590,5627,
418,2,0,73,7327,5627,
419,2,0,73,7196,5628,
420,2,0,73,7256,5628,
394,1,0,9,6526,5629,
422,2,0,73,7595,5630,
421,2,0,73,7454,5630,
423,2,0,73,7532,5631,
425,2,0,73,7664,5634,
424,2,0,41,6617,5634,
426,2,0,88,6778,5636,
429,2,0,88,6993,5638,
427,2,0,88,6886,5638,
428,2,0,88,7107,5638,
431,2,0,41,2166,5682,
395,1,0,2,6597,5718,
432,2,0,36,6608,5752,
433,2,0,42,2167,5787,
